id,holiday,workingday,humidity,windspeed,demand,temp_code,weather_code
4141,No,Yes,56,19.9995,5.153291594,22.96-26.515-Mild,-1
4142,No,Yes,53,16.9979,5.209486153,23.78-27.275-Mild,-1
4143,No,Yes,56,19.0012,5.267858159,23.78-27.275-Mild,-1
4144,No,Yes,56,22.0028,5.733341277,23.78-27.275-Mild,-1
4145,No,Yes,60,26.0027,6.371611847,19.54-26.515-Mild,-1
4146,No,Yes,64,19.0012,6.261491684,19.54-25.76-Mild,-1
4147,No,Yes,68,,5.843544417,21.32-25-Mild,-1
4148,No,Yes,68,15.0013,5.564520407,21.32-25-Mild,-1
4149,No,Yes,72,8.9981,5.111987788,20.5-24.24-Mild,-1
4150,No,Yes,72,8.9981,4.736198448,19.53-24.24-Mild,-1
4151,No,Yes,77,8.9981,4.189654742,19.68-23.485-Mild,-1
4152,No,Yes,77,8.9981,3.761200116,19.68-23.485-Mild,-1
4153,No,Yes,77,11.0014,2.397895273,19.68-23.485-Mild,-1
4154,No,Yes,82,11.0014,1.098612289,18.86-22.725-Mild,-1
4155,No,Yes,82,7.0015,1.791759469,18.86-22.725-Mild,-1
4156,No,Yes,88,0,1.609437912,18.04-21.97-Mild,-1
4157,No,Yes,82,8.9981,3.465735903,18.04-21.97-Mild,-1
4158,No,Yes,82,7.0015,4.762173935,18.04-21.97-Mild,-1
4159,No,Yes,77,7.0015,5.707110265,18.86-22.725-Mild,-1
4160,No,Yes,63,0,6.146329258,19.54-25-Mild,-1
4161,No,Yes,60,19.9995,5.38907173,19.54-25.76-Mild,-1
4162,No,Yes,56,26.0027,4.890349128,22.96-26.515-Mild,-1
4163,No,Yes,46,19.0012,5.135798437,24.6-31.06-Mild,-1
4164,No,Yes,43,22.0028,5.365976015,25.42-31.06-Hot,-1
4165,No,Yes,41,15.0013,5.38907173,26.24-31.06-Hot,-1
4166,No,Yes,41,19.0012,5.247024072,26.24-31.06-Hot,-1
4167,No,Yes,47,19.0012,5.204006687,19.53-31.06-Mild,-1
4168,No,Yes,47,22.0028,5.641907071,26.24-31.06-Hot,-1
4169,No,Yes,47,16.9979,6.381816017,26.24-31.06-Hot,-1
4170,No,Yes,53,11.0014,6.385194399,24.6-31.06-Mild,-1
4171,No,Yes,56,8.9981,5.924255797,19.52-27.275-Mild,-1
4172,No,Yes,77,11.0014,5.505331536,21.32-25-Mild,-1
4173,No,Yes,82,,5.303304908,20.5-24.24-Mild,-1
4174,No,Yes,72,0,5.036952602,21.32-25-Mild,-1
4175,No,Yes,77,7.0015,4.290459441,20.5-24.24-Mild,-1
4176,No,Yes,72,12.998,3.688879454,20.5-24.24-Mild,-1
4177,No,Yes,63,,3.091042453,19.68-23.485-Mild,-1
4178,No,Yes,67,12.998,2.302585093,18.86-22.725-Mild,-1
4179,No,Yes,67,15.0013,1.609437912,18.04-21.97-Mild,-1
4180,No,Yes,62,19.0012,1.609437912,18.04-21.97-Mild,-1
4181,No,Yes,62,12.998,3.17805383,17.22-21.21-Mild,-1
4182,No,Yes,66,12.998,4.736198448,16.4-20.455-Mild,-1
4183,No,Yes,62,12.998,5.710427017,17.22-21.21-Mild,-1
4184,No,Yes,62,11.0014,6.124683391,18.04-21.97-Mild,-1
4185,No,Yes,63,12.998,5.33753808,19.53-22.725-Mild,-1
4186,No,Yes,52,0,4.859812404,21.32-25-Mild,-1
4187,No,Yes,49,0,4.9698133,22.14-25.76-Mild,-1
4188,No,Yes,49,,5.420534999,22.96-26.515-Mild,-1
4189,No,Yes,46,6.0032,5.252273428,22.96-26.515-Mild,-1
4190,No,Yes,43,6.0032,5.272999559,23.78-27.275-Mild,-1
4191,No,Yes,46,8.9981,5.38907173,23.78-27.275-Mild,-1
4192,No,Yes,49,12.998,5.777652323,19.52-27.275-Mild,-1
4193,No,Yes,52,8.9981,6.342121419,22.96-26.515-Mild,-1
4194,No,Yes,64,6.0032,6.28785856,22.14-25.76-Mild,-1
4195,No,Yes,59,7.0015,5.837730447,21.32-25-Mild,-1
4196,No,Yes,77,7.0015,5.560681631,20.5-24.24-Mild,-1
4197,No,Yes,88,6.0032,5.272999559,18.86-22.725-Mild,-1
4198,No,Yes,82,0,4.997212274,18.86-22.725-Mild,-1
4199,No,Yes,88,6.0032,4.59511985,18.04-21.97-Mild,-1
4200,No,Yes,88,0,4.204692619,18.04-21.97-Mild,-1
4201,No,Yes,88,0,3.33220451,18.04-21.97-Mild,-1
4202,No,Yes,88,0,1.609437912,17.22-21.21-Mild,-1
4203,No,Yes,87,0,2.302585093,16.4-20.455-Mild,-1
4204,No,Yes,87,7.0015,1.609437912,16.4-20.455-Mild,-1
4205,No,Yes,82,0,3.295836866,17.22-21.21-Mild,-1
4206,No,Yes,88,0,4.465908119,17.22-21.21-Mild,-1
4207,No,Yes,94,0,5.488937726,19.52-21.21-Mild,-1
4208,No,Yes,82,0,6.033086222,18.86-22.725-Mild,-1
4209,No,Yes,77,0,5.484796933,19.68-23.485-Mild,-1
4210,No,Yes,68,6.0032,5.159055299,21.32-25-Mild,-1
4211,No,Yes,63,0,5.438079309,22.96-26.515-Mild,-1
4212,No,Yes,53,0,5.459585514,24.6-31.06-Mild,-1
4213,No,Yes,46,0,5.720311777,24.6-31.06-Mild,-1
4214,No,Yes,50,0,5.545177444,25.42-31.06-Hot,-1
4215,No,Yes,41,0,5.598421959,27.06-31.06-Hot,-1
4216,No,Yes,44,0,6.03787092,26.24-31.06-Hot,-1
4217,No,Yes,56,16.9979,6.333279628,24.6-31.06-Mild,-1
4218,No,Yes,60,6.0032,6.142037406,22.96-26.515-Mild,-1
4219,No,Yes,52,0,5.683579767,22.96-26.515-Mild,-1
4220,No,Yes,49,0,5.283203729,22.14-25.76-Mild,-1
4221,No,Yes,68,0,5.111987788,19.51-24.24-Mild,-1
4222,No,Yes,68,0,4.983606622,20.5-24.24-Mild,-1
4223,No,Yes,63,0,4.912654886,20.5-24.24-Mild,-1
4224,No,No,72,0,4.48863637,19.68-22.97-Mild,-1
4225,No,No,82,0,4.17438727,19.51-22.725-Mild,-1
4226,No,No,82,0,3.80666249,18.86-22.725-Mild,-1
4227,No,No,88,0,2.995732274,18.04-21.97-Mild,-1
4228,No,No,94,8.9981,2.302585093,19.51-21.21-Mild,-1
4229,No,No,88,7.0015,2.079441542,17.22-21.21-Mild,-1
4230,No,No,94,0,3.091042453,19.51-21.21-Mild,-1
4231,No,No,94,6.0032,4.290459441,17.22-21.21-Mild,-1
4232,No,No,82,0,4.634728988,18.86-22.725-Mild,-1
4233,No,No,77,0,5.379897354,19.51-24.24-Mild,-1
4234,No,No,77,0,5.82008293,19.51-25-Mild,-1
4235,No,No,56,0,5.983936281,23.78-27.275-Mild,-1
4236,No,No,35,0,6.100318952,19.51-31.06-Mild,-1
4237,No,No,46,7.0015,6.184148891,25.42-31.06-Hot,-1
4238,No,No,50,6.0032,6.142037406,19.51-31.06-Mild,-1
4239,No,No,39,0,6.206575927,27.06-31.06-Hot,-1
4240,No,No,44,6.0032,6.11146734,26.24-31.06-Hot,-1
4241,No,No,50,8.9981,5.973809612,25.42-31.06-Hot,-1
4242,No,No,46,7.0015,5.883322388,19.5-31.06-Mild,-1
4243,No,No,68,8.9981,5.513428746,22.14-25.76-Mild,-1
4244,No,No,77,7.0015,5.308267697,21.32-25-Mild,-1
4245,No,No,77,0,5.231108617,21.32-25-Mild,-1
4246,No,No,77,0,5.003946306,20.5-24.24-Mild,-1
4247,No,No,88,0,4.955827058,19.68-23.485-Mild,-1
4248,No,No,88,6.0032,4.859812404,19.5-22.725-Mild,-1
4249,No,No,88,0,4.356708827,18.86-22.725-Mild,-1
4250,No,No,88,0,4.007333185,18.86-22.725-Mild,-1
4251,No,No,88,0,3.401197382,18.04-21.97-Mild,-1
4252,No,No,88,0,2.63905733,18.04-21.97-Mild,-1
4253,No,No,88,0,2.708050201,19.5-21.97-Mild,-1
4254,No,No,88,0,3.044522438,18.04-21.97-Mild,-1
4255,No,No,86,0,3.784189634,18.04-21.97-Mild,-1
4256,No,No,88,0,4.672828834,18.86-22.725-Mild,-1
4257,No,No,77,0,5.220355825,20.5-24.24-Mild,-1
4258,No,No,68,6.0032,5.899897354,22.96-26.515-Mild,-1
4259,No,No,53,6.0032,6.047372179,19.5-31.06-Mild,-1
4260,No,No,44,6.0032,6.120297419,26.24-31.06-Hot,-1
4261,No,No,44,6.0032,6.035481433,27.06-31.06-Hot,-1
4262,No,No,47,11.0014,6.214608098,27.88-31.82-Hot,-1
4263,No,No,51,11.0014,6.008813185,27.88-31.82-Hot,-1
4264,No,No,50,8.9981,6.152732695,19.49-31.06-Mild,-1
4265,No,No,61,7.0015,6.08221891,25.42-30.305-Hot,-1
4266,No,No,50,7.0015,6.025865974,19.49-31.06-Mild,-1
4267,No,No,73,6.0032,5.710427017,19.49-26.515-Mild,-1
4268,No,No,73,7.0015,5.262690189,22.96-26.515-Mild,-1
4269,No,No,83,7.0015,5.153291594,22.14-25.76-Mild,-1
4270,No,No,94,0,5.023880521,21.32-25-Mild,-2
4271,No,No,88,7.0015,4.812184355,20.5-24.24-Mild,-1
4272,Yes,No,94,0,3.970291914,20.5-24.24-Mild,-1
4273,Yes,No,88,0,3.526360525,19.49-23.485-Mild,-1
4274,Yes,No,88,0,2.944438979,19.68-23.485-Mild,-1
4275,Yes,No,88,0,2.397895273,19.49-22.725-Mild,-1
4276,Yes,No,94,0,1.791759469,18.86-22.725-Mild,-1
4277,Yes,No,94,0,3.044522438,19.49-22.725-Mild,-1
4278,Yes,No,94,0,3.784189634,18.04-21.97-Mild,-1
4279,Yes,No,88,0,4.736198448,18.86-22.725-Mild,-1
4280,Yes,No,83,0,5.537334267,21.32-25-Mild,-1
4281,Yes,No,77,0,5.38907173,22.14-25.76-Mild,-1
4282,Yes,No,73,11.0014,5.579729826,19.49-26.515-Mild,-1
4283,Yes,No,69,6.0032,5.774551546,25.42-30.305-Hot,-1
4284,Yes,No,48,6.0032,5.899897354,19.49-32.575-Mild,-2
4285,Yes,No,37,0,5.899897354,29.52-32.575-Hot,-1
4286,Yes,No,37,0,5.913503006,19.49-32.575-Mild,-1
4287,Yes,No,42,7.0015,5.950642553,29.52-32.575-Hot,-2
4288,Yes,No,45,6.0032,5.996452089,28.7-31.82-Hot,-2
4289,Yes,No,54,7.0015,6.12905021,27.06-31.06-Hot,-2
4290,Yes,No,53,0,6.159095388,26.24-31.06-Hot,-2
4291,Yes,No,78,6.0032,5.81711116,23.78-27.275-Mild,-2
4292,Yes,No,73,0,5.416100402,24.6-29.545-Mild,-1
4293,Yes,No,88,6.0032,5.164785974,19.47-26.515-Mild,-1
4294,Yes,No,88,6.0032,4.836281907,19.47-26.515-Mild,-1
4295,Yes,No,88,7.0015,4.317488114,22.14-25.76-Mild,-2
4296,No,Yes,88,,3.401197382,22.14-25.76-Mild,-2
4297,No,Yes,94,6.0032,2.397895273,21.32-25-Mild,-2
4298,No,Yes,94,8.9981,1.609437912,21.32-25-Mild,-2
4299,No,Yes,88,7.0015,1.098612289,19.47-25-Mild,-2
4300,No,Yes,88,8.9981,1.609437912,21.32-25-Mild,-2
4301,No,Yes,88,0,2.995732274,21.32-25-Mild,-2
4302,No,Yes,83,6.0032,4.812184355,21.32-25-Mild,-1
4303,No,Yes,88,6.0032,5.863631176,21.32-25-Mild,-2
4304,No,Yes,83,7.0015,6.00635316,22.96-26.515-Mild,-2
4305,No,Yes,69,0,5.459585514,24.6-29.545-Mild,-2
4306,No,Yes,69,8.9981,5.003946306,24.6-29.545-Mild,-2
4307,No,Yes,73,11.0014,4.812184355,24.6-29.545-Mild,-2
4308,No,Yes,73,11.0014,5.198497031,24.6-29.545-Mild,-2
4309,No,Yes,73,12.998,5.192956851,24.6-29.545-Mild,-2
4310,No,Yes,73,7.0015,5.141663557,24.6-29.545-Mild,-3
4311,No,Yes,78,11.0014,5.164785974,19.46-28.79-Mild,-2
4312,No,Yes,73,11.0014,5.768320996,19.46-29.545-Mild,-2
4313,No,Yes,78,16.9979,6.403574198,24.6-28.79-Mild,-2
4314,No,Yes,78,15.0013,6.289715571,24.6-28.79-Mild,-2
4315,No,Yes,83,15.0013,5.762051383,23.78-27.275-Mild,-2
4316,No,Yes,83,15.0013,5.455321115,23.78-27.275-Mild,-2
4317,No,Yes,78,12.998,5.164785974,23.78-27.275-Mild,-2
4318,No,Yes,83,12.998,4.990432587,22.96-26.515-Mild,-2
4319,No,Yes,83,19.0012,4.043051268,22.96-26.515-Mild,-2
4320,No,Yes,83,8.9981,3.218875825,19.45-26.515-Mild,-2
4321,No,Yes,83,8.9981,2.302585093,22.96-26.515-Mild,-3
4322,No,Yes,83,19.0012,0.6931471806,22.96-26.515-Mild,-2
4323,No,Yes,94,19.9995,0.6931471806,19.45-25.76-Mild,-3
4324,No,Yes,94,,1.945910149,22.14-25.76-Mild,-3
4325,No,Yes,88,22.0028,3.091042453,22.14-25.76-Mild,-2
4326,No,Yes,88,16.9979,4.718498871,22.14-25.76-Mild,-2
4327,No,Yes,88,26.0027,5.556828062,22.14-25.76-Mild,-2
4328,No,Yes,88,26.0027,6.001414878,22.14-25.76-Mild,-2
4329,No,Yes,88,30.0026,5.283203729,19.45-25.76-Mild,-2
4330,No,Yes,88,26.0027,4.727387819,22.14-25.76-Mild,-2
4331,No,Yes,94,22.0028,4.787491743,22.14-25.76-Mild,-3
4332,No,Yes,88,22.0028,4.127134385,22.14-25.76-Mild,-3
4333,No,Yes,88,15.0013,4.615120517,22.14-25.76-Mild,-3
4334,No,Yes,94,19.0012,4.356708827,19.45-25.76-Mild,-3
4335,No,Yes,94,16.9979,3.80666249,22.14-25.76-Mild,-3
4336,No,Yes,88,15.0013,4.007333185,22.96-26.515-Mild,-2
4337,No,Yes,94,15.0013,5.525452939,22.14-25.76-Mild,-3
4338,No,Yes,94,8.9981,5.147494477,22.14-25.76-Mild,-3
4339,No,Yes,94,8.9981,4.691347882,22.14-25.76-Mild,-3
4340,No,Yes,94,7.0015,4.49980967,22.14-25.76-Mild,-3
4341,No,Yes,100,7.0015,4.418840608,19.44-25.76-Mild,-3
4342,No,Yes,94,6.0032,3.761200116,22.14-22.88-Mild,-3
4343,No,Yes,94,6.0032,3.988984047,22.14-25.76-Mild,-3
4344,No,Yes,94,8.9981,2.708050201,22.14-22.88-Mild,-2
4345,No,Yes,94,0,2.48490665,22.14-25.76-Mild,-2
4346,No,Yes,94,0,1.386294361,19.44-25.76-Mild,-2
4347,No,Yes,100,12.998,1.791759469,22.14-25.76-Mild,-2
4348,No,Yes,100,7.0015,1.945910149,22.14-25.76-Mild,-2
4349,No,Yes,100,7.0015,2.833213344,22.14-25.76-Mild,-2
4350,No,Yes,100,6.0032,3.951243719,22.14-25.76-Mild,-3
4351,No,Yes,100,8.9981,4.394449155,22.14-25.76-Mild,-3
4352,No,Yes,100,6.0032,5.342334252,22.14-25.76-Mild,-3
4353,No,Yes,100,7.0015,4.691347882,22.96-26.515-Mild,-3
4354,No,Yes,100,8.9981,4.234106505,22.96-26.515-Mild,-3
4355,No,Yes,83,0,4.430816799,25.42-28.79-Hot,-2
4356,No,Yes,88,0,4.65396035,19.43-28.03-Mild,-2
4357,No,Yes,83,11.0014,5.087596335,26.24-28.79-Hot,-2
4358,No,Yes,78,12.998,4.890349128,27.06-30.305-Hot,-1
4359,No,Yes,78,12.998,5.043425117,19.43-30.305-Mild,-1
4360,No,Yes,74,15.0013,5.620400866,27.06-31.06-Hot,-1
4361,No,Yes,83,16.9979,6.171700597,25.42-28.79-Hot,-3
4362,No,Yes,83,16.9979,5.590986981,25.42-28.79-Hot,-3
4363,No,Yes,83,11.0014,5.323009979,25.42-28.79-Hot,-2
4364,No,Yes,83,19.0012,5.198497031,25.42-28.79-Hot,-1
4365,No,Yes,83,12.998,4.812184355,25.42-28.79-Hot,-1
4366,No,Yes,83,12.998,4.736198448,25.42-28.79-Hot,-1
4367,No,Yes,88,12.998,3.850147602,23.78-27.275-Mild,-2
4368,No,Yes,94,6.0032,3.663561646,23.78-27.275-Mild,-1
4369,No,Yes,94,8.9981,3.17805383,23.78-27.275-Mild,-1
4370,No,Yes,94,11.0014,1.791759469,22.96-26.515-Mild,-1
4371,No,Yes,94,8.9981,1.945910149,19.41-26.515-Mild,-1
4372,No,Yes,94,12.998,2.079441542,22.96-26.515-Mild,-1
4373,No,Yes,94,11.0014,2.833213344,22.96-26.515-Mild,-2
4374,No,Yes,88,12.998,4.543294782,19.41-26.515-Mild,-3
4375,No,Yes,88,12.998,4.990432587,22.96-26.515-Mild,-3
4376,No,Yes,90,11.0014,5.342334252,22.96-26.515-Mild,-2
4377,No,Yes,94,15.0013,5.192956851,22.96-26.515-Mild,-2
4378,No,Yes,88,23.9994,4.828313737,22.14-25.76-Mild,-3
4379,No,Yes,88,11.0014,4.465908119,21.32-25-Mild,-3
4380,No,Yes,88,11.0014,4.317488114,21.32-25-Mild,-3
4381,No,Yes,73,23.9994,4.882801923,22.96-26.515-Mild,-1
4382,No,Yes,43,23.9994,5.049856007,25.42-31.06-Hot,-1
4383,No,Yes,43,19.0012,5.438079309,25.42-31.06-Hot,-1
4384,No,Yes,43,15.0013,5.840641657,24.6-31.06-Mild,-1
4385,No,Yes,46,27.9993,6.17586727,23.78-27.275-Mild,-1
4386,No,Yes,39,19.0012,6.047372179,22.14-25.76-Mild,-1
4387,No,Yes,39,22.0028,5.513428746,22.14-25.76-Mild,-1
4388,No,Yes,42,12.998,5.278114659,21.32-25-Mild,-1
4389,No,Yes,45,12.998,5.18178355,20.5-24.24-Mild,-1
4390,No,Yes,59,15.0013,4.96284463,18.86-22.725-Mild,-1
4391,No,Yes,59,11.0014,4.553876892,18.86-22.725-Mild,-1
4392,No,No,55,7.0015,4.663439094,19.4-22.725-Mild,-1
4393,No,No,55,16.9979,4.290459441,18.86-22.725-Mild,-1
4394,No,No,59,,4.025351691,18.86-22.725-Mild,-1
4395,No,No,62,12.998,3.135494216,18.04-22.83-Mild,-1
4396,No,No,67,8.9981,1.791759469,17.22-21.21-Mild,-1
4397,No,No,71,11.0014,1.945910149,17.22-21.21-Mild,-1
4398,No,No,71,0,2.995732274,16.4-20.455-Mild,-1
4399,No,No,76,7.0015,4.043051268,16.4-20.455-Mild,-1
4400,No,No,59,19.0012,4.828313737,18.86-22.725-Mild,-1
4401,No,No,48,19.9995,5.332718793,21.32-25-Mild,-1
4402,No,No,45,30.0026,5.774551546,22.14-25.76-Mild,-1
4403,No,No,40,26.0027,5.924255797,22.96-26.515-Mild,-1
4404,No,No,35,36.9974,6.12249281,23.78-27.275-Mild,-1
4405,No,No,35,31.0009,5.976350909,24.6-31.06-Mild,-1
4406,No,No,33,31.0009,6.156978986,24.6-31.06-Mild,-1
4407,No,No,31,32.9975,5.932245187,25.42-31.06-Hot,-1
4408,No,No,29,26.0027,6.09356977,25.42-31.06-Hot,-1
4409,No,No,32,19.0012,6.089044875,23.78-27.275-Mild,-1
4410,No,No,39,12.998,5.918893854,22.14-25.76-Mild,-1
4411,No,No,51,8.9981,5.472270674,20.5-24.24-Mild,-1
4412,No,No,48,8.9981,5.187385806,20.5-24.24-Mild,-1
4413,No,No,42,15.0013,5.123963979,19.39-24.24-Mild,-1
4414,No,No,36,8.9981,5.111987788,20.5-24.24-Mild,-1
4415,No,No,41,11.0014,4.905274778,19.68-23.485-Mild,-1
4416,No,No,44,8.9981,4.672828834,18.86-22.725-Mild,-1
4417,No,No,47,8.9981,4.343805422,18.04-21.97-Mild,-1
4418,No,No,54,8.9981,4.17438727,17.22-21.21-Mild,-1
4419,No,No,54,8.9981,3.737669618,17.22-21.21-Mild,-1
4420,No,No,54,,2.48490665,17.22-21.21-Mild,-1
4421,No,No,54,11.0014,1.945910149,17.22-21.21-Mild,-1
4422,No,No,66,11.0014,2.302585093,19.39-19.695-Mild,-1
4423,No,No,62,8.9981,3.871201011,16.4-20.455-Mild,-1
4424,No,No,62,12.998,4.59511985,18.04-21.97-Mild,-1
4425,No,No,45,15.0013,5.247024072,20.5-24.24-Mild,-1
4426,No,No,45,16.9979,5.84932478,22.14-25.76-Mild,-1
4427,No,No,35,19.0012,5.932245187,22.96-26.515-Mild,-1
4428,No,No,35,16.9979,6.095824562,23.78-27.275-Mild,-1
4429,No,No,35,19.9995,6.08221891,24.6-31.06-Mild,-1
4430,No,No,40,19.9995,6.135564891,24.6-31.06-Mild,-1
4431,No,No,35,26.0027,6.021023349,25.42-31.06-Hot,-1
4432,No,No,46,26.0027,6.144185634,24.6-31.06-Mild,-1
4433,No,No,49,31.0009,6.003887067,23.78-27.275-Mild,-1
4434,No,No,49,30.0026,5.793013608,19.38-26.515-Mild,-1
4435,No,No,52,26.0027,5.451038454,22.14-25.76-Mild,-1
4436,No,No,52,31.0009,5.18178355,22.14-25.76-Mild,-1
4437,No,No,52,26.0027,4.624972813,22.14-25.76-Mild,-1
4438,No,No,49,27.9993,4.86753445,22.96-26.515-Mild,-1
4439,No,No,52,27.9993,4.127134385,22.96-26.515-Mild,-1
4440,No,Yes,56,22.0028,3.610917913,22.14-25.76-Mild,-1
4441,No,Yes,54,26.0027,2.833213344,22.96-26.515-Mild,-1
4442,No,Yes,54,26.0027,1.945910149,22.96-26.515-Mild,-1
4443,No,Yes,49,12.998,0.6931471806,22.96-26.515-Mild,-1
4444,No,Yes,59,11.0014,1.609437912,21.32-25-Mild,-1
4445,No,Yes,63,19.9995,3.36729583,20.5-24.24-Mild,-1
4446,No,Yes,55,16.9979,4.736198448,20.5-24.24-Mild,-1
4447,No,Yes,55,11.0014,5.733341277,20.5-24.24-Mild,-2
4448,No,Yes,51,16.9979,6.025865974,20.5-24.24-Mild,-2
4449,No,Yes,45,19.0012,5.327876169,20.5-24.24-Mild,-2
4450,No,Yes,45,11.0014,4.905274778,21.32-25-Mild,-1
4451,No,Yes,43,0,5.111987788,22.96-26.515-Mild,-1
4452,No,Yes,40,6.0032,5.323009979,22.96-26.515-Mild,-1
4453,No,Yes,46,6.0032,5.323009979,22.96-26.515-Mild,-1
4454,No,Yes,49,12.998,5.111987788,23.78-27.275-Mild,-1
4455,No,Yes,60,16.9979,5.33753808,22.96-26.515-Mild,-1
4456,No,Yes,56,16.9979,5.710427017,23.78-27.275-Mild,-1
4457,No,Yes,64,8.9981,6.429719478,22.96-26.515-Mild,-1
4458,No,Yes,60,0,6.249975242,22.96-26.515-Mild,-1
4459,No,Yes,68,7.0015,5.80814249,22.14-25.76-Mild,-1
4460,No,Yes,77,7.0015,5.433722004,21.32-22.79-Mild,-1
4461,No,Yes,77,7.0015,5.176149733,20.5-24.24-Mild,-1
4462,No,Yes,77,0,4.644390899,20.5-24.24-Mild,-1
4463,No,Yes,88,0,4.127134385,19.68-23.485-Mild,-2
4464,No,Yes,82,0,3.433987204,19.68-23.485-Mild,-1
4465,No,Yes,88,0,2.397895273,19.36-22.725-Mild,-2
4466,No,Yes,94,6.0032,1.609437912,18.04-21.97-Mild,-1
4467,No,Yes,94,6.0032,0,18.04-21.97-Mild,-1
4468,No,Yes,94,7.0015,1.386294361,18.04-21.97-Mild,-2
4469,No,Yes,88,0,3.044522438,18.86-22.725-Mild,-2
4470,No,Yes,82,6.0032,4.691347882,18.86-22.725-Mild,-1
4471,No,Yes,88,6.0032,5.831882477,18.86-22.725-Mild,-1
4472,No,Yes,77,,6.212606096,20.5-24.24-Mild,-1
4473,No,Yes,77,6.0032,5.424950017,19.36-25-Mild,-2
4474,No,Yes,68,0,4.624972813,22.96-26.515-Mild,-2
4475,No,Yes,49,7.0015,4.990432587,24.6-31.06-Mild,-2
4476,No,Yes,43,6.0032,5.303304908,19.36-31.06-Mild,-2
4477,No,Yes,38,12.998,5.38907173,26.24-31.06-Hot,-2
4478,No,Yes,41,,5.129898715,25.42-31.06-Hot,-2
4479,No,Yes,50,12.998,5.323009979,25.42-31.06-Hot,-1
4480,No,Yes,57,16.9979,5.717027701,19.35-31.06-Mild,-1
4481,No,Yes,60,8.9981,6.43775165,24.6-30.305-Mild,-1
4482,No,Yes,68,7.0015,6.345636361,22.96-26.515-Mild,-1
4483,No,Yes,60,7.0015,5.758901774,22.96-26.515-Mild,-1
4484,No,Yes,64,11.0014,5.424950017,22.14-25.76-Mild,-1
4485,No,Yes,68,8.9981,5.327876169,19.35-25.76-Mild,-2
4486,No,Yes,77,11.0014,4.919980926,19.35-25-Mild,-2
4487,No,Yes,77,12.998,4.248495242,21.32-25-Mild,-2
4488,No,Yes,77,12.998,3.526360525,21.32-25-Mild,-2
4489,No,Yes,77,12.998,2.772588722,21.32-25-Mild,-2
4490,No,Yes,77,12.998,1.945910149,21.32-25-Mild,-2
4491,No,Yes,94,12.998,1.098612289,20.5-24.24-Mild,-3
4492,No,Yes,100,7.0015,1.098612289,19.35-24.24-Mild,-3
4493,No,Yes,83,16.9979,3.433987204,19.35-25-Mild,-3
4494,No,Yes,77,16.9979,4.219507705,21.32-25-Mild,-3
4495,No,Yes,70,,5.347107531,22.14-25.76-Mild,-3
4496,No,Yes,88,32.9975,5.308267697,21.32-25-Mild,-3
4497,No,Yes,88,32.9975,4.812184355,21.32-25-Mild,-3
4498,No,Yes,94,16.9979,5.003946306,21.32-25-Mild,-3
4499,No,Yes,94,22.0028,4.86753445,21.32-25-Mild,-3
4500,No,Yes,94,19.0012,4.663439094,22.14-25.76-Mild,-2
4501,No,Yes,94,11.0014,4.574710979,22.14-25.76-Mild,-3
4502,No,Yes,100,8.9981,4.787491743,22.14-25.76-Mild,-3
4503,No,Yes,94,11.0014,5.303304908,22.96-26.515-Mild,-3
4504,No,Yes,94,11.0014,5.198497031,22.96-26.515-Mild,-3
4505,No,Yes,100,11.0014,4.941642423,22.96-26.515-Mild,-3
4506,No,Yes,88,8.9981,5.283203729,19.34-27.275-Mild,-2
4507,No,Yes,94,6.0032,4.976733742,24.6-25.76-Mild,-3
4508,No,Yes,94,8.9981,4.442651256,23.78-27.275-Mild,-2
4509,No,Yes,94,23.9994,4.672828834,23.78-27.275-Mild,-2
4510,No,Yes,94,,4.234106505,23.78-27.275-Mild,-2
4511,No,Yes,87,11.0014,3.044522438,14.76-17.425-Mild,-2
4512,No,Yes,81,8.9981,2.397895273,14.76-17.425-Mild,-1
4513,No,Yes,81,11.0014,1.386294361,14.76-17.425-Mild,-2
4514,No,Yes,81,8.9981,1.791759469,14.76-17.425-Mild,-2
4515,No,Yes,81,15.0013,2.079441542,13.94-15.91-Mild,-1
4516,No,Yes,81,12.998,2.890371758,13.12-15.91-Mild,-1
4517,No,Yes,81,12.998,4.532599493,13.12-15.91-Mild,-1
4518,No,Yes,76,12.998,5.537334267,13.94-16.665-Mild,-1
4519,No,Yes,71,16.9979,6.03787092,14.76-16.665-Mild,-1
4520,No,Yes,66,11.0014,5.402677382,16.4-20.455-Mild,-1
4521,No,Yes,62,8.9981,4.905274778,18.04-21.97-Mild,-1
4522,No,Yes,63,7.0015,4.762173935,18.86-22.725-Mild,-1
4523,No,Yes,48,6.0032,5.170483995,20.5-24.24-Mild,-1
4524,No,Yes,55,12.998,5.117993812,19.68-23.485-Mild,-1
4525,No,Yes,48,16.9979,5.010635294,20.5-24.24-Mild,-1
4526,No,Yes,45,8.9981,5.225746674,20.5-24.24-Mild,-1
4527,No,Yes,44,11.0014,5.697093487,19.68-23.485-Mild,-1
4528,No,Yes,54,11.0014,6.226536669,18.04-21.97-Mild,-1
4529,No,Yes,58,7.0015,6.131226489,19.35-21.21-Mild,-1
4530,No,Yes,58,6.0032,5.746203191,19.35-21.21-Mild,-1
4531,No,Yes,71,0,5.342334252,16.4-20.455-Mild,-1
4532,No,Yes,81,0,4.844187086,14.76-18.94-Mild,-1
4533,No,Yes,81,0,4.564348191,14.76-18.94-Mild,-1
